truckingcompanyid,productid,distanceinmiles,fuelcost,linehaulcost,source,destination
1499,6,681.24,6.53,2825.16,Chicago,San Jose
9591,1,3600.84,7.59,53.93,Omaha,Chicago
8697,19,681.24,5.79,531.17,San Francisco,Nashville
2898,24,3211.56,5.45,173.4,Charlotte,Tampa
8418,20,1362.48,6.34,112.0,Fresno,Tampa
2709,16,2724.96,6.92,138.91,Philadelphia,Fresno
1660,24,1654.44,5.67,164.56,San Diego,Oklahoma City
9913,17,1557.12,5.48,817.33,Tucson,Arlington
1700,11,681.24,5.2,314.65,Fresno,Las Vegas
5755,16,194.64,7.66,1446.73,Philadelphia,Houston
9082,21,583.92,3.69,686.7,Sacramento,Baltimore
7803,10,1167.84,6.65,1001.68,Virginia Beach,Albuquerque
9699,4,583.92,5.95,277.57,Baltimore,Detroit
8780,17,1946.4,4.62,145.44,Las Vegas,San Antonio
6979,22,1362.48,4.26,229.58,Oklahoma City,Colorado Springs
4093,16,1654.44,5.72,400.63,Phoenix,El Paso
9126,16,681.24,6.05,816.02,Dallas,Los Angeles
6756,9,2141.04,6.44,218.62,Louisville,San Antonio
5373,17,389.28,5.31,774.75,Boston,Indianapolis
8301,17,97.32,6.83,7614.13,El Paso,Nashville
2136,22,1459.8,5.64,325.23,Las Vegas,Miami
9692,8,778.56,5.9,241.96,Fort Worth,Boston
5947,18,1946.4,4.46,316.75,Boston,Raleigh
7809,14,194.64,5.71,713.58,Tampa,New Orleans
8072,22,1459.8,5.3,254.31,Fort Worth,Memphis
8988,12,2627.64,5.01,114.03,Los Angeles,Louisville
2937,11,3211.56,5.37,183.5,Houston,Atlanta
2194,3,3114.24,5.13,254.61,Atlanta,Phoenix
5431,9,1849.08,4.5,34.57,Detroit,Long Beach
1158,17,2043.72,5.09,42.31,Tucson,Jacksonville
9336,7,1459.8,6.79,223.77,San Antonio,El Paso
7865,9,973.2,5.52,220.1,Virginia Beach,Fresno
6079,13,3795.48,3.76,309.0,Dallas,Tampa
3196,20,1070.52,4.25,138.61,Arlington,Kansas City
8041,23,194.64,6.54,1359.14,Tampa,New Orleans
2447,7,583.92,5.29,1101.1,San Diego,Columbus
3903,7,681.24,6.05,336.78,Baltimore,Atlanta
4101,15,3600.84,5.89,32.67,Philadelphia,Long Beach
6970,1,583.92,5.97,2578.64,Nashville,Indianapolis
2874,3,486.6,5.39,663.61,Mesa,Baltimore
3173,2,2433.0,4.54,387.98,Detroit,Arlington
6850,18,486.6,5.85,802.73,Tucson,Memphis
6145,22,389.28,5.2,169.94,Omaha,Virginia Beach
5591,18,1946.4,4.1,118.05,Austin,Milwaukee
3739,10,583.92,3.8,1932.65,Denver,Fort Worth
9989,4,681.24,6.83,993.79,San Diego,Charlotte
7919,11,1070.52,5.58,132.02,Long Beach,Albuquerque
2683,11,3795.48,3.59,28.94,San Jose,Arlington
4450,18,389.28,6.88,2885.41,Charlotte,Denver
6134,23,1265.16,5.44,229.49,Chicago,San Francisco
5674,4,194.64,5.31,4837.86,Arlington,Tulsa
4729,24,1362.48,6.3,117.36,Detroit,San Jose
8063,22,778.56,3.57,278.65,Denver,Austin
9044,2,875.88,5.62,709.78,Virginia Beach,Mesa
8244,20,389.28,5.2,940.2,Oakland,Raleigh
6797,3,389.28,6.34,1931.4,Milwaukee,Las Vegas
2201,2,389.28,5.8,1764.25,Oakland,Arlington
6406,21,1849.08,5.35,461.16,Miami,Nashville
1589,4,1557.12,6.5,390.34,Los Angeles,Seattle
6035,21,1265.16,5.43,111.18,Washington,San Antonio
1307,4,291.96,5.39,327.38,Kansas City,Raleigh
6629,15,1946.4,6.32,258.58,Milwaukee,Austin
7325,8,486.6,4.8,997.24,Milwaukee,Sacramento
2092,20,2530.32,4.8,121.86,Tulsa,Boston
3456,2,3406.2,6.83,121.41,Virginia Beach,Dallas
8736,17,2043.72,4.98,104.71,Los Angeles,Nashville
4922,10,1070.52,5.46,815.42,Seattle,San Antonio
4576,2,583.92,5.5,527.71,San Jose,San Francisco
2663,1,778.56,4.4,272.85,Long Beach,Mesa
8375,12,389.28,4.54,1101.19,Memphis,Detroit
7230,3,389.28,5.95,1644.47,Sacramento,Albuquerque
4141,14,97.32,5.06,1027.75,Nashville,El Paso
7326,8,1849.08,6.39,137.02,Oklahoma City,Philadelphia
3550,5,1070.52,4.57,847.68,Boston,Albuquerque
3122,4,778.56,4.8,610.66,Miami,Fresno
6830,23,291.96,5.33,492.79,Louisville,Albuquerque
6218,8,973.2,7.11,686.82,Oakland,Mesa
1906,11,2822.28,6.86,326.22,Raleigh,Jacksonville
7715,13,1167.84,6.23,449.71,Las Vegas,Colorado Springs
3675,23,583.92,6.81,275.85,Mesa,Louisville
9015,16,3114.24,5.12,238.75,Omaha,San Diego
5286,1,291.96,3.82,5737.51,Indianapolis,Columbus
6067,16,1362.48,5.01,316.47,Mesa,Boston
5587,16,2335.68,3.32,280.14,Las Vegas,Chicago
8040,9,486.6,4.06,250.28,Oakland,Omaha
3283,20,3211.56,6.71,210.12,Kansas City,Phoenix
5470,13,1557.12,5.78,175.82,Dallas,Oklahoma City
4944,9,1751.76,5.07,408.39,San Jose,Memphis
1176,11,583.92,5.36,324.94,Long Beach,Atlanta
1569,7,389.28,5.93,1655.87,Milwaukee,Mesa
3901,14,3892.8,5.82,112.56,Arlington,Dallas
8777,24,2530.32,5.45,216.58,Minneapolis,Washington
7006,15,97.32,4.66,6292.45,San Diego,San Antonio
4662,18,2627.64,5.26,17.53,Los Angeles,Louisville
1160,15,1070.52,3.64,204.2,Oklahoma City,Sacramento
8141,10,194.64,5.81,2602.97,San Antonio,Phoenix
3630,14,2141.04,5.6,223.05,Baltimore,San Diego
2100,3,1459.8,3.39,735.94,Kansas City,Nashville
8841,13,2433.0,5.66,70.63,Austin,Sacramento
1758,22,583.92,4.75,634.57,Tulsa,Raleigh
1074,6,2141.04,5.7,382.61,Detroit,Minneapolis
9644,20,1362.48,6.21,439.44,Louisville,Long Beach
4388,20,1751.76,6.2,130.45,San Antonio,Oklahoma City
6568,3,778.56,5.58,593.64,Oklahoma City,Tucson
1928,24,486.6,4.85,272.66,Tucson,Kansas City
2005,13,1265.16,4.24,1334.86,Oklahoma City,Kansas City
9401,16,2724.96,4.19,377.86,Columbus,Miami
2382,7,681.24,5.81,76.64,Virginia Beach,Atlanta
5160,21,4379.4,4.34,38.21,Arlington,Houston
4030,5,3406.2,5.84,46.71,Los Angeles,Atlanta
3811,7,583.92,4.52,1137.64,Nashville,Indianapolis
6512,11,389.28,6.08,1085.34,Colorado Springs,Mesa
7454,12,2141.04,5.54,224.9,Phoenix,Las Vegas
5364,22,1265.16,6.06,160.19,Milwaukee,Virginia Beach
3155,4,1167.84,7.0,344.74,Oakland,Tucson
9649,18,2433.0,5.33,234.1,Fresno,Dallas
7818,13,1849.08,6.16,268.96,Boston,Omaha
9292,18,3016.92,6.72,94.85,Colorado Springs,San Diego
7075,12,4184.76,4.28,54.69,Philadelphia,Arlington
8366,21,4087.44,3.94,37.96,Tampa,Philadelphia
9867,16,1751.76,5.71,589.27,Arlington,Milwaukee
6903,8,1946.4,6.58,164.05,Chicago,Nashville
7824,14,1167.84,5.59,181.78,Boston,Tucson
5205,2,486.6,4.96,1506.49,Miami,Atlanta
7302,16,1362.48,4.9,44.75,Charlotte,Louisville
7111,19,2433.0,6.29,45.35,Virginia Beach,Denver
3937,13,389.28,4.95,2864.97,Houston,San Diego
4983,20,97.32,6.74,4239.46,Portland,Las Vegas
7711,24,3114.24,5.1,62.22,Phoenix,Atlanta
3069,4,2238.36,4.93,150.53,New Orleans,Las Vegas
5107,14,2335.68,6.41,153.96,Portland,Los Angeles
5417,7,3016.92,5.82,300.06,Virginia Beach,Fort Worth
1245,10,486.6,3.79,1493.18,El Paso,Las Vegas
4081,21,1459.8,5.13,202.5,Seattle,Chicago
6042,10,2141.04,5.0,118.91,Phoenix,Las Vegas
3622,7,97.32,5.36,5010.18,Dallas,San Jose
6209,12,486.6,5.45,1506.05,Dallas,Houston
2491,21,389.28,4.82,892.91,Milwaukee,Las Vegas
3539,9,1459.8,6.43,176.98,Washington,Phoenix
8463,22,3308.88,4.52,162.2,Phoenix,Colorado Springs
7722,10,291.96,4.29,2614.75,Albuquerque,Louisville
7216,22,291.96,5.42,962.39,Atlanta,Omaha
7365,18,2335.68,3.85,149.76,Fresno,San Jose
4626,6,389.28,6.04,1241.6,Miami,Kansas City
2081,3,3698.16,5.07,25.73,San Jose,Tampa
2847,22,875.88,3.38,317.27,Fresno,Oklahoma City
8850,18,389.28,5.97,946.29,Jacksonville,San Diego
7018,11,194.64,7.0,4105.03,Minneapolis,Tampa
1952,2,778.56,5.97,380.81,Houston,Jacksonville
2100,18,291.96,4.56,2558.42,Louisville,Portland
7844,13,1459.8,6.04,399.69,Tulsa,Albuquerque
5794,14,3892.8,7.87,217.33,Philadelphia,Minneapolis
8324,24,2238.36,5.11,378.07,Tulsa,Detroit
9227,6,3406.2,6.39,42.11,San Diego,Long Beach
2266,8,291.96,6.56,965.73,Charlotte,Seattle
4861,12,486.6,5.22,1248.01,Tucson,Memphis
7583,21,1946.4,6.58,238.36,New Orleans,Baltimore
8606,3,194.64,6.85,682.24,Tulsa,Arlington
1080,16,4671.36,4.95,142.18,New Orleans,Los Angeles
9680,14,2433.0,5.99,181.29,San Francisco,Raleigh
3370,11,973.2,3.54,968.79,Philadelphia,San Francisco
7085,20,681.24,6.86,890.64,Colorado Springs,Minneapolis
3180,3,1557.12,5.05,228.42,Tampa,Albuquerque
5243,13,3308.88,5.05,607.48,New Orleans,San Francisco
1496,8,1362.48,6.85,666.09,Virginia Beach,Baltimore
1801,8,2335.68,6.04,45.29,Colorado Springs,Charlotte
8934,22,1946.4,5.76,430.0,Tampa,Memphis
9770,21,3990.12,5.87,75.34,Oakland,Houston
9519,15,486.6,6.25,699.33,Arlington,Virginia Beach
5446,19,486.6,5.36,1852.78,Albuquerque,Atlanta
1471,8,973.2,6.42,291.33,Washington,Baltimore
5433,16,583.92,5.68,210.49,Denver,Oklahoma City
1446,17,583.92,4.42,1595.6,El Paso,Memphis
2485,6,681.24,4.34,1874.97,Louisville,El Paso
4679,9,1557.12,5.89,194.93,Seattle,Los Angeles
2183,4,681.24,6.52,515.93,Arlington,Miami
6205,24,875.88,5.99,742.76,Albuquerque,Raleigh
2157,19,875.88,5.24,1110.95,Omaha,Arlington
4076,6,97.32,3.9,2840.59,Phoenix,Philadelphia
5704,5,875.88,5.57,128.64,Memphis,Denver
7949,3,2724.96,2.37,44.12,Houston,Albuquerque
4753,2,2238.36,5.82,142.94,Albuquerque,Dallas
8889,19,97.32,6.07,4399.11,Minneapolis,Oakland
3845,11,2043.72,4.99,93.1,Las Vegas,Tampa
2274,17,291.96,6.49,1381.88,Dallas,Jacksonville
8472,19,1167.84,4.07,411.24,Seattle,Baltimore
2383,22,681.24,5.2,1396.56,Portland,Tucson
2197,14,389.28,5.1,1558.29,Omaha,Virginia Beach
5331,19,973.2,6.46,609.61,San Jose,Washington
4890,14,583.92,6.42,1316.09,Albuquerque,Portland
2419,10,2724.96,6.72,61.94,Dallas,Atlanta
1783,6,1362.48,5.11,287.76,Sacramento,El Paso
8851,12,2043.72,5.23,111.19,San Diego,Louisville
4053,22,1362.48,4.86,645.73,Tampa,Fresno
1323,23,389.28,6.87,1290.86,Albuquerque,Memphis
6402,11,486.6,7.11,532.0,Detroit,Denver
9982,6,291.96,5.19,947.36,Phoenix,San Diego
7475,7,2822.28,4.95,88.19,San Antonio,Sacramento
6042,5,1557.12,4.98,224.89,Nashville,San Antonio
3745,4,2335.68,4.7,162.55,Philadelphia,Baltimore
3228,19,875.88,6.16,290.49,Louisville,Washington
6181,15,1362.48,5.28,1081.76,Kansas City,Detroit
8932,16,875.88,5.71,316.47,Philadelphia,Charlotte
6659,2,1070.52,6.48,456.99,Jacksonville,Nashville
5217,5,2627.64,4.11,323.93,Phoenix,Albuquerque
4437,1,1459.8,5.93,289.18,Indianapolis,Los Angeles
8906,7,97.32,6.5,1459.67,San Antonio,San Diego
4546,19,778.56,3.97,641.55,Virginia Beach,Sacramento
2190,23,97.32,5.46,4517.25,Milwaukee,Baltimore
7607,17,1362.48,5.47,301.58,Oakland,Milwaukee
7097,24,2822.28,5.98,259.36,Long Beach,Columbus
4232,18,778.56,6.71,567.18,Fort Worth,Boston
3281,2,3114.24,6.13,382.44,Fort Worth,Oakland
8697,6,1459.8,4.28,1036.61,Indianapolis,Los Angeles
2377,16,2530.32,6.64,20.04,Austin,Atlanta
1734,5,681.24,4.0,1265.12,El Paso,Louisville
6886,23,1265.16,5.28,351.59,Minneapolis,Tucson
7680,18,291.96,6.9,1645.41,Oklahoma City,El Paso
3151,22,2141.04,5.15,84.44,Kansas City,San Francisco
7265,18,1849.08,6.28,180.03,Seattle,Atlanta
5956,6,97.32,5.89,9171.93,Oklahoma City,Detroit
2559,13,1751.76,7.01,119.99,Albuquerque,New Orleans
8661,13,1849.08,4.57,97.25,Colorado Springs,Washington
1487,14,291.96,6.1,416.41,Oklahoma City,Memphis
3665,5,875.88,4.55,919.29,Los Angeles,Austin
9033,1,194.64,5.29,3409.55,Houston,Los Angeles
1747,2,1070.52,4.23,643.9,San Jose,Boston
8186,19,486.6,3.93,1446.58,Raleigh,Sacramento
8102,1,3114.24,5.31,186.6,Oakland,Fort Worth
1305,13,681.24,3.81,154.44,Louisville,El Paso
1938,12,3600.84,5.46,417.36,Colorado Springs,Los Angeles
2156,23,3016.92,5.0,586.26,Virginia Beach,Fort Worth
2534,6,875.88,6.44,1432.49,San Francisco,San Antonio
6242,18,3308.88,6.16,55.75,Omaha,Philadelphia
2936,7,1167.84,7.38,349.15,Philadelphia,Seattle
6366,15,389.28,7.53,954.96,Colorado Springs,Long Beach
2224,4,2919.6,5.47,149.53,Kansas City,San Diego
2476,13,681.24,6.32,250.22,Chicago,San Jose
5581,4,3211.56,6.45,50.43,Tampa,Charlotte
2711,17,2822.28,6.2,276.5,Virginia Beach,Charlotte
4922,16,3892.8,5.47,19.26,Miami,Los Angeles
1329,23,778.56,4.99,336.21,Memphis,Sacramento
2311,23,1362.48,5.0,644.67,Long Beach,Louisville
4587,23,486.6,6.86,912.84,El Paso,Las Vegas
3717,23,2335.68,5.83,111.73,Las Vegas,Chicago
6387,16,3016.92,7.19,146.85,Minneapolis,Charlotte
6207,2,778.56,4.53,432.29,San Francisco,Detroit
4681,6,875.88,3.94,812.29,Tucson,Detroit
9288,3,2724.96,6.19,554.44,Kansas City,San Jose
6887,6,2238.36,7.33,233.6,Jacksonville,Mesa
3762,1,1167.84,3.92,1929.26,Los Angeles,Columbus
7519,11,389.28,5.0,1120.99,Louisville,Oklahoma City
6974,24,778.56,4.63,649.77,Oklahoma City,Indianapolis
9498,15,3600.84,5.32,144.44,Long Beach,Philadelphia
4769,21,2043.72,5.78,143.65,Oakland,Detroit
4333,13,778.56,5.57,502.1,Fort Worth,Phoenix
9674,14,2238.36,5.25,312.57,San Antonio,Baltimore
6952,5,1459.8,6.25,474.52,Mesa,Washington
8541,12,875.88,6.43,537.5,Miami,Tucson
3776,2,3211.56,6.17,46.2,Virginia Beach,Austin
5354,7,4184.76,5.74,58.67,Philadelphia,Arlington
2778,19,3406.2,3.75,25.74,Charlotte,New Orleans
8448,16,2043.72,6.88,896.73,Louisville,New Orleans
1837,17,1070.52,7.02,674.33,Jacksonville,Nashville
6870,6,973.2,4.52,1097.4,Detroit,Fresno
7236,22,973.2,5.79,278.09,Columbus,Houston
5752,5,2238.36,4.75,35.84,Denver,Miami
6358,7,194.64,6.31,6085.95,Baltimore,Albuquerque
9689,3,1654.44,3.95,413.25,Portland,Long Beach
4090,3,4476.72,6.04,263.67,Arlington,Chicago
7369,1,291.96,6.81,764.49,Houston,San Antonio
1098,9,4671.36,4.31,119.23,Los Angeles,New Orleans
5314,4,2238.36,4.38,167.13,Fresno,Austin
1335,11,1459.8,4.25,222.16,Seattle,Chicago
1838,3,194.64,4.78,2619.59,Charlotte,Fort Worth
1950,23,389.28,5.76,171.86,Washington,Detroit
4310,17,2724.96,7.99,101.51,Omaha,Jacksonville
2671,8,583.92,5.64,686.53,Atlanta,Milwaukee
1262,14,4282.08,4.76,74.03,Chicago,Tulsa
1184,16,1362.48,5.69,59.97,Omaha,Portland
4046,7,486.6,4.73,447.78,Houston,Dallas
1198,24,389.28,5.13,2270.57,Oakland,Arlington
9189,5,1459.8,5.72,204.15,Denver,Fresno
6935,22,2822.28,5.75,206.03,Sacramento,San Antonio
9026,1,1362.48,4.53,576.58,Arlington,Mesa
7781,24,1946.4,5.62,141.54,Las Vegas,San Antonio
8370,23,3114.24,5.58,276.75,Virginia Beach,Jacksonville
7815,19,486.6,4.42,941.56,Portland,Boston
2063,2,1557.12,7.49,379.87,Portland,Miami
8419,8,2530.32,5.31,179.16,Tulsa,Boston
9987,19,1265.16,4.19,412.4,Boston,San Diego
3176,2,291.96,6.18,2798.93,Boston,Seattle
6951,4,1070.52,5.96,499.07,Detroit,Fort Worth
4206,22,2919.6,5.69,177.14,Mesa,Phoenix
5434,10,1557.12,5.95,186.11,Dallas,Oklahoma City
3726,1,1167.84,3.97,386.35,Portland,Columbus
7096,15,2433.0,6.41,318.85,Atlanta,Jacksonville
7125,17,3114.24,5.28,295.47,Tulsa,Charlotte
5071,9,1654.44,4.28,184.0,Albuquerque,Charlotte
6832,12,97.32,4.89,17517.92,Albuquerque,Tucson
1795,7,1946.4,5.77,251.05,Baltimore,San Jose
2834,8,1557.12,4.88,822.22,Colorado Springs,Nashville
6182,6,1167.84,6.27,673.73,Los Angeles,Columbus
9979,11,2043.72,5.35,392.99,Omaha,Denver
4333,13,194.64,6.19,4089.1,Tampa,Minneapolis
1346,21,583.92,4.6,299.03,Nashville,Indianapolis
2091,1,1557.12,5.16,37.1,Washington,Houston
7268,21,1459.8,4.23,334.46,Virginia Beach,Louisville
7238,8,291.96,5.68,1098.74,Raleigh,Virginia Beach
3592,2,3308.88,5.98,56.93,San Jose,Virginia Beach
9883,18,973.2,5.05,110.1,San Antonio,Indianapolis
7354,12,2335.68,5.75,124.7,San Jose,Fresno
8535,2,2530.32,5.67,219.89,Indianapolis,Long Beach
9880,19,1362.48,4.8,67.06,El Paso,San Diego
9608,5,583.92,4.99,413.4,Dallas,Chicago
9351,13,2238.36,4.31,272.25,Atlanta,Columbus
5690,9,2238.36,7.84,360.84,Phoenix,Memphis
1296,23,2724.96,5.47,241.89,San Diego,Sacramento
6283,18,2724.96,5.12,117.31,Charlotte,Long Beach
8165,20,778.56,4.76,212.08,Baltimore,Kansas City
4676,15,389.28,5.03,2568.86,Portland,Baltimore
2521,11,1849.08,5.18,179.87,Houston,Nashville
7966,19,1362.48,6.19,400.99,Tucson,Tulsa
5077,13,1557.12,5.89,242.81,Tulsa,Milwaukee
4263,4,291.96,4.87,3222.07,Fresno,Atlanta
3434,3,1751.76,3.18,174.83,San Diego,Portland
8254,11,1265.16,4.44,271.97,Sacramento,Nashville
3669,9,3600.84,4.94,109.12,Colorado Springs,Los Angeles
6813,11,194.64,4.42,1677.89,San Jose,Jacksonville
4861,13,1557.12,5.66,495.44,Boston,Phoenix
6952,13,1070.52,6.23,676.33,Tulsa,Sacramento
2691,22,3308.88,4.62,70.14,Long Beach,Dallas
2756,6,194.64,6.26,1378.85,Louisville,Las Vegas
7893,12,3503.52,3.51,55.07,Arlington,Fort Worth
8874,8,1654.44,6.67,1251.59,Milwaukee,Tampa
3565,22,3600.84,6.41,441.27,Oakland,San Diego
3748,23,3211.56,5.3,221.04,Tampa,Charlotte
5282,4,2043.72,5.42,583.18,Virginia Beach,Nashville
3864,23,1265.16,5.55,434.88,Dallas,El Paso
2411,1,3600.84,6.6,406.65,Oakland,San Diego
5483,1,1362.48,6.15,515.31,Colorado Springs,Oklahoma City
4990,7,1167.84,4.57,176.69,Baltimore,Miami
1575,17,1167.84,4.96,280.09,Fresno,Minneapolis
9601,5,194.64,6.23,4043.29,Tulsa,Oakland
1531,19,2530.32,4.88,197.82,Dallas,Mesa
7637,3,583.92,4.81,427.89,Virginia Beach,New Orleans
8698,23,291.96,4.61,1245.41,Albuquerque,Mesa
3943,18,1167.84,6.37,462.08,Tucson,Boston
3873,8,2627.64,4.99,156.99,Denver,Minneapolis
9807,8,1557.12,6.7,145.94,Louisville,Fort Worth
2084,16,2335.68,6.63,22.18,Los Angeles,Portland
7030,1,486.6,5.46,3225.8,Mesa,Omaha
7478,14,1070.52,4.49,315.03,Sacramento,Oklahoma City
2722,18,1557.12,6.16,305.84,Chicago,Denver
5670,17,1557.12,4.56,333.81,Sacramento,Washington
8327,5,973.2,7.17,997.91,Kansas City,Tampa
4449,7,3406.2,4.53,211.09,San Antonio,Miami
7988,6,486.6,6.58,3536.11,Chicago,San Diego
1821,7,486.6,6.09,908.91,Houston,Dallas
6546,17,2335.68,6.68,132.35,San Antonio,Milwaukee
3046,17,194.64,6.1,5436.23,Mesa,Atlanta
9931,7,1070.52,5.1,596.03,Kansas City,Arlington
4766,10,1557.12,5.21,276.0,Jacksonville,Memphis
4753,15,3211.56,5.19,52.27,Chicago,Sacramento
2200,4,486.6,5.76,350.42,San Francisco,Boston
1399,21,1265.16,4.59,424.42,Memphis,Charlotte
1798,16,3892.8,6.71,37.43,San Diego,Tampa
9912,11,1167.84,5.91,1236.41,Mesa,Nashville
2716,21,3211.56,4.16,143.5,San Diego,Raleigh
2973,18,875.88,5.16,1047.45,Arlington,Omaha
6887,12,1265.16,5.59,281.08,Miami,Louisville
8349,24,2141.04,5.56,163.19,El Paso,Virginia Beach
8631,7,3795.48,6.58,67.15,Dallas,Tampa
8494,1,194.64,4.93,405.86,Philadelphia,Houston
8725,1,1070.52,5.38,883.49,Jacksonville,Nashville
7501,24,2043.72,7.03,100.66,Austin,Albuquerque
9638,20,778.56,5.72,661.93,Miami,New Orleans
6610,23,681.24,5.15,146.27,Los Angeles,Dallas
8899,14,2919.6,5.67,47.23,Colorado Springs,Dallas
6260,6,1167.84,5.88,58.72,Phoenix,Indianapolis
4357,17,3892.8,6.49,99.04,San Jose,New Orleans
9193,1,778.56,5.86,1160.65,Boston,Fort Worth
2178,14,97.32,6.38,4204.35,Charlotte,San Francisco
4933,19,2141.04,5.57,329.62,Las Vegas,Arlington
6172,16,1362.48,5.04,399.39,Tucson,Denver
8550,3,1070.52,6.7,121.05,Los Angeles,Fort Worth
8250,15,3892.8,4.16,93.97,Houston,Virginia Beach
5285,23,1459.8,5.89,412.73,Washington,Phoenix
6271,10,1849.08,4.06,89.86,Denver,Kansas City
1758,12,97.32,6.13,11323.77,Seattle,Indianapolis
9142,7,486.6,4.03,713.78,Detroit,Louisville
1278,22,1557.12,5.74,130.79,Boston,Phoenix
1393,20,1070.52,4.55,283.67,Portland,Charlotte
2777,6,486.6,7.09,2270.77,San Francisco,Austin
9349,3,291.96,4.78,2448.27,Charlotte,Seattle
7844,7,2530.32,5.87,130.59,Denver,Oakland
2293,21,1265.16,6.74,453.39,Atlanta,Detroit
3971,15,2724.96,6.7,47.16,Tampa,Washington
1800,10,875.88,5.56,983.41,Boston,Baltimore
6836,22,97.32,6.61,3531.81,Detroit,Nashville
1678,15,2433.0,5.78,106.14,Denver,Virginia Beach
5065,5,291.96,5.54,3376.59,Sacramento,Colorado Springs
4424,4,681.24,4.2,1101.74,Las Vegas,Washington
4307,21,681.24,4.82,430.13,Seattle,Oklahoma City
7765,19,778.56,3.91,917.41,Omaha,Tampa
8183,5,2238.36,3.26,38.37,Omaha,Indianapolis
2307,21,1849.08,5.22,68.24,Virginia Beach,Oklahoma City
2152,20,3600.84,5.1,260.89,San Antonio,Virginia Beach
3078,21,875.88,6.63,613.48,Portland,Mesa
3721,21,2141.04,6.06,116.77,San Diego,Baltimore
2712,21,3114.24,8.66,78.6,Dallas,Raleigh
8322,20,1167.84,5.93,230.54,Philadelphia,Seattle
1168,9,1557.12,4.43,399.51,Boston,Phoenix
5313,9,1362.48,4.73,240.34,San Francisco,Los Angeles
4521,4,3308.88,5.78,107.82,Dallas,Long Beach
5976,14,3114.24,6.79,67.13,Sacramento,Houston
8864,14,2141.04,4.48,145.94,Austin,Tucson
5018,3,3990.12,4.73,129.82,Phoenix,Minneapolis
8677,13,291.96,3.38,616.04,Colorado Springs,Sacramento
7393,16,681.24,4.85,285.19,Phoenix,Jacksonville
2057,18,291.96,5.93,1146.8,Portland,Louisville
6453,17,3990.12,4.49,75.82,Virginia Beach,Chicago
5714,17,2822.28,5.9,291.26,San Diego,Atlanta
4303,20,4087.44,6.43,426.85,Phoenix,Tulsa
6638,22,2530.32,5.8,408.6,Chicago,Louisville
4525,18,486.6,4.52,2945.36,Arlington,Virginia Beach
5810,10,194.64,6.02,672.45,Minneapolis,Virginia Beach
9923,17,2335.68,6.03,38.68,Austin,Mesa
8544,1,875.88,4.64,186.93,San Antonio,San Francisco
5975,13,583.92,5.11,923.39,Oklahoma City,Milwaukee
4523,21,2530.32,3.06,65.42,Austin,Atlanta
2342,23,3698.16,5.62,147.46,Oakland,San Antonio
6036,17,486.6,5.35,1322.38,Dallas,Columbus
1727,21,97.32,4.5,1454.51,El Paso,Nashville
9113,16,875.88,4.88,99.38,Fresno,Long Beach
1914,21,1946.4,6.58,172.2,Atlanta,Indianapolis
2132,9,291.96,5.18,1094.31,Houston,San Antonio
9986,18,2141.04,5.55,164.26,Mesa,Fort Worth
7934,4,778.56,4.21,125.11,Virginia Beach,Sacramento
8476,11,486.6,5.48,1008.32,Atlanta,Albuquerque
8281,9,1557.12,6.11,61.54,Tulsa,Milwaukee
5822,10,1070.52,7.82,379.75,Portland,Charlotte
1112,3,97.32,5.47,11231.45,Fort Worth,Jacksonville
3650,8,973.2,6.37,457.24,Baltimore,Omaha
3490,23,1265.16,4.78,422.53,Louisville,San Francisco
1566,8,194.64,6.79,2447.11,Detroit,El Paso
1510,9,389.28,6.32,448.01,Baltimore,Fresno
3685,19,2043.72,5.78,32.49,Milwaukee,San Jose
7536,16,778.56,5.84,67.22,El Paso,Baltimore
5042,24,973.2,4.29,86.75,Miami,Albuquerque
2698,14,2530.32,6.32,219.11,Colorado Springs,Fort Worth
3346,10,875.88,6.34,2133.29,Miami,Tucson
5105,5,3795.48,5.73,96.63,Virginia Beach,Phoenix
6088,16,2433.0,4.73,370.29,Minneapolis,Boston
3390,6,3114.24,6.35,89.74,Austin,Long Beach
6794,18,4282.08,6.54,45.4,Tulsa,Chicago
1189,10,1265.16,5.47,250.67,Tucson,Minneapolis
4750,13,875.88,7.33,415.79,Washington,Louisville
8640,19,4087.44,6.4,186.04,Oakland,Chicago
1673,18,3114.24,4.4,106.2,Fort Worth,Oakland
6304,21,2433.0,5.84,153.92,Raleigh,San Francisco
3951,5,583.92,5.19,898.11,Boston,Charlotte
2431,12,4282.08,7.06,247.44,New Orleans,Philadelphia
8464,1,1070.52,6.56,190.34,San Diego,Denver
9691,8,1946.4,5.48,280.06,Long Beach,Nashville
1414,19,583.92,6.55,1127.89,Indianapolis,Nashville
2877,4,3406.2,4.68,144.78,Los Angeles,Atlanta
2906,10,389.28,6.35,1296.7,Washington,San Francisco
9257,14,681.24,5.31,144.08,Long Beach,New Orleans
7390,13,4476.72,7.45,124.8,Chicago,Arlington
9397,21,875.88,3.69,2544.92,Denver,San Jose
6683,8,97.32,5.34,9844.76,Louisville,Memphis
5176,17,1654.44,6.75,122.93,Colorado Springs,El Paso
3936,13,3698.16,5.11,63.82,San Jose,Tampa
1634,23,1362.48,5.97,716.0,Tucson,Tulsa
2101,23,97.32,4.02,7816.25,Chicago,Houston
6464,3,1167.84,5.02,1545.51,Fresno,Minneapolis
2241,1,1946.4,8.09,273.1,Washington,Omaha
